x	EM: Gaus	EM: t	EM: Huber
0	33.6795516502275	20.5908054246473	21.1272552362111
0.02	85.8297103678987	18.0145062213468	18.733873161937
0.04	89.3153666510862	41.7856467325145	28.6321651415199
0.06	91.0105535051308	36.0016981693662	35.9305166623088
0.08	90.5064003585985	71.7151185714684	61.7706591393505
