x	BIC-Schwarz	BIC-Skew-Schwarz	True-K	True-K-skew
0	20.346615538403	10.278955768499	33.6795516502275	12.1600349008764
0.02	37.7212167938602	33.8781563882005	85.8297103678987	80.4313812159714
0.04	37.2927320537477	35.4224513195793	89.3153666510862	82.1102032566464
0.06	39.3145685558498	34.2890064546325	91.0105535051308	84.206782005238
0.08	39.4924736452329	35.4020564997995	90.5064003585985	85.643062114227
